structureId,classification,residueCount
1ONO,OXIDOREDUCTASE,796
1ONP,OXIDOREDUCTASE,796
1ONQ,IMMUNE SYSTEM,764
1ONR,TRANSFERASE,632
1ONV,TRANSCRIPTION,165
1ONW,HYDROLASE,780
1ONX,HYDROLASE,780
1ONY,HYDROLASE,321
1ONZ,HYDROLASE,321
1OO0,SIGNALING PROTEIN,257
1OO2,TRANSPORT PROTEIN,476
1OO5,OXIDOREDUCTASE,434
1OO6,OXIDOREDUCTASE,434
1OO9,HYDROLASE,294
1OOC,LYASE,722
1OOE,OXIDOREDUCTASE,472
1OOF,TRANSPORT PROTEIN,248
1OOG,TRANSPORT PROTEIN,248
1OOH,TRANSPORT PROTEIN,252
1OOI,TRANSPORT PROTEIN,124
1OOK,HYDROLASE,588
1OON,OXIDOREDUCTASE,434
1OOQ,OXIDOREDUCTASE,434
1OOY,TRANSFERASE,962
1OOZ,TRANSFERASE,950
1OP0,HYDROLASE,234
1OP2,HYDROLASE,234
1OP3,IMMUNE SYSTEM,874
1OP5,IMMUNE SYSTEM,874
1OP8,HYDROLASE,1404
1OP9,HYDROLASE,251
1OPE,TRANSFERASE,950
1OPJ,TRANSFERASE,586
1OPK,TRANSFERASE,495
1OPL,TRANSFERASE,1074
1OPM,OXIDOREDUCTASE,310
1OPR,TRANSFERASE,213
1OPX,HYDROLASE,660
1OPZ,HYDROLASE,76
1OQ3,HYDROLASE,76
1OQ4,OXIDOREDUCTASE,2178
1OQ6,HYDROLASE,76
1OQ7,OXIDOREDUCTASE,2178
1OQ9,OXIDOREDUCTASE,363
1OQB,OXIDOREDUCTASE,2178
1OQC,OXIDOREDUCTASE,500
1OQE,IMMUNE SYSTEM,1688
1OQF,LYASE,590
1OQG,TRANSPORT PROTEIN,337
1OQH,TRANSPORT PROTEIN,337
1OQK,HYDROLASE,97
1OQN,SIGNALING PROTEIN,336
1OQO,IMMUNE SYSTEM,492
1OQS,HYDROLASE,976
1OQX,IMMUNE SYSTEM,492
1OR0,HYDROLASE,1376
1OR4,SIGNALING PROTEIN,356
1OR6,SIGNALING PROTEIN,356
1OR7,TRANSCRIPTION,568
1OR8,TRANSFERASE,416
1ORE,TRANSFERASE,180
1ORG,TRANSPORT PROTEIN,236
1ORH,TRANSFERASE,363
1ORI,TRANSFERASE,343
1ORT,TRANSFERASE,4020
1ORV,HYDROLASE,2912
1ORW,HYDROLASE,2912
1OS1,LYASE,540
1OS2,HYDROLASE,990
1OS5,TRANSFERASE,576
1OS5,TRANSFERASE,576
1OS5,TRANSFERASE,576
1OS7,OXIDOREDUCTASE,1132
1OS8,HYDROLASE,223
1OS9,HYDROLASE,990
1OSE,HYDROLASE,496
1OSG,IMMUNE SYSTEM,1320
1OSH,TRANSCRIPTION,232
1OSI,OXIDOREDUCTASE,1380
1OSJ,OXIDOREDUCTASE,690
1OSN,TRANSFERASE,1364
1OSS,HYDROLASE,223
1OSX,IMMUNE SYSTEM,61
1OT1,TRANSFERASE,686
1OT2,TRANSFERASE,686
1OT3,TRANSFERASE,2000
1OT6,SIGNALING PROTEIN,125
1OT8,SIGNALING PROTEIN,717
1OTA,SIGNALING PROTEIN,125
1OTB,SIGNALING PROTEIN,125
1OTD,SIGNALING PROTEIN,250
1OTE,SIGNALING PROTEIN,125
1OTH,TRANSFERASE,321
1OTI,SIGNALING PROTEIN,125
1OTJ,OXIDOREDUCTASE,1132
1OTK,OXIDOREDUCTASE,498
1OTX,TRANSFERASE,714
1OTY,TRANSFERASE,714
1OU4,TRANSFERASE,714
1OU6,TRANSFERASE,1568
1OU8,TRANSPORT PROTEIN,244
1OU9,TRANSPORT PROTEIN,387
1OUK,TRANSFERASE,366
1OUL,TRANSPORT PROTEIN,258
1OUM,TRANSFERASE,714
1OUO,HYDROLASE,210
1OUV,HYDROLASE,273
1OUY,TRANSFERASE,366
1OV4,TRANSFERASE,293
1OV5,HYDROLASE,164
1OV6,TRANSFERASE,714
1OV7,HYDROLASE,164
1OVD,OXIDOREDUCTASE,622
1OVE,TRANSFERASE,366
1OVG,TRANSFERASE,714
1OVH,HYDROLASE,164
1OVJ,HYDROLASE,164
1OVK,HYDROLASE,164
1OVL,TRANSCRIPTION,1626
1OVM,LYASE,2208
1OVW,HYDROLASE,1592
1OVZ,IMMUNE SYSTEM,414
1OW0,IMMUNE SYSTEM,842
1OW1,TRANSCRIPTION,195
1OW4,TRANSPORT PROTEIN,258
1OW5,TRANSFERASE,85
1OW6,TRANSFERASE,509
1OW7,TRANSFERASE,522
1OW8,TRANSFERASE,509
1OWB,TRANSFERASE,854
1OWC,TRANSFERASE,854
1OWD,HYDROLASE,245
1OWE,HYDROLASE,245
1OWH,HYDROLASE,245
1OWI,HYDROLASE,245
1OWJ,HYDROLASE,245
1OWK,HYDROLASE,245
1OWL,LYASE,484
1OWM,LYASE,484
1OWN,LYASE,484
1OWO,LYASE,484
1OWP,LYASE,484
1OWQ,SIGNALING PROTEIN,361
1OWS,HYDROLASE,236
1OWX,TRANSCRIPTION,121
1OWY,HYDROLASE,164
1OWZ,HYDROLASE,164
1OX0,TRANSFERASE,430
1OX1,HYDROLASE,234
1OX7,HYDROLASE,322
1OXB,SIGNALING PROTEIN,300
1OXG,HYDROLASE,259
1OXH,TRANSFERASE,1720
1OXK,SIGNALING PROTEIN,1800
1OXL,HYDROLASE,242
1OXR,HYDROLASE,119
1OXS,TRANSPORT PROTEIN,353
1OXT,TRANSPORT PROTEIN,1059
1OXU,TRANSPORT PROTEIN,1059
1OXV,TRANSPORT PROTEIN,1059
1OXX,TRANSPORT PROTEIN,353
1OY0,TRANSFERASE,1405
1OY2,SIGNALING PROTEIN,207
1OY5,TRANSFERASE,771
1OYF,HYDROLASE,242
1OYG,TRANSFERASE,447
1OYJ,TRANSFERASE,924
1OYK,OXIDOREDUCTASE,466
1OYL,OXIDOREDUCTASE,466
1OYN,HYDROLASE,1440
1OYO,HYDROLASE,279
1OYP,TRANSFERASE,1470
1OYQ,HYDROLASE,223
1OYR,TRANSFERASE,1470
1OYS,TRANSFERASE,245
1OYU,HYDROLASE,350
1OYV,HYDROLASE,671
1OYW,HYDROLASE,523
1OYX,TRANSCRIPTION,993
1OYY,HYDROLASE,523
1OZ1,TRANSFERASE,372
1OZ2,TRANSCRIPTION,331
1OZ3,TRANSCRIPTION,993
1OZ6,HYDROLASE,120
1OZA,OXIDOREDUCTASE,371
1OZE,OXIDOREDUCTASE,466
1OZF,LYASE,1132
1OZG,LYASE,1132
1OZH,LYASE,2264
1OZI,HYDROLASE,99
1OZL,OXIDOREDUCTASE,466
1OZM,TRANSFERASE,386
1OZN,SIGNALING PROTEIN,285
1OZP,TRANSFERASE,318
1OZQ,TRANSFERASE,386
1OZR,OXIDOREDUCTASE,466
1OZT,OXIDOREDUCTASE,1224
1OZU,OXIDOREDUCTASE,306
1OZV,TRANSFERASE,1332
1OZW,OXIDOREDUCTASE,466
1OZY,HYDROLASE,242
1P0B,TRANSFERASE,386
1P0C,OXIDOREDUCTASE,746
1P0D,TRANSFERASE,386
1P0E,TRANSFERASE,386
1P0F,OXIDOREDUCTASE,746
1P0H,TRANSFERASE,318
1P0I,HYDROLASE,529
1P0M,HYDROLASE,529
1P0P,HYDROLASE,529
1P0Q,HYDROLASE,529
1P0S,HYDROLASE,534
1P0V,OXIDOREDUCTASE,910
1P0W,OXIDOREDUCTASE,910
1P0X,OXIDOREDUCTASE,910
1P0Y,TRANSFERASE,1332
1P0Z,TRANSFERASE,1310
1P13,TRANSFERASE,218
1P14,TRANSFERASE,306
1P15,HYDROLASE,506
1P16,TRANSFERASE,832
1P17,TRANSFERASE,884
1P18,TRANSFERASE,442
1P19,TRANSFERASE,884
1P1B,TRANSFERASE,796
1P1C,TRANSFERASE,398
1P1R,OXIDOREDUCTASE,1496
1P1V,OXIDOREDUCTASE,459
1P1X,LYASE,520
1P1Z,IMMUNE SYSTEM,501
1P22,SIGNALING PROTEIN,606
1P28,TRANSPORT PROTEIN,258
1P29,TRANSFERASE,842
1P2A,TRANSFERASE,298
1P2B,TRANSFERASE,842
1P2D,TRANSFERASE,842
1P2E,OXIDOREDUCTASE,571
1P2F,TRANSCRIPTION,220
1P2G,TRANSFERASE,842
1P2H,OXIDOREDUCTASE,571
1P2L,HYDROLASE,164
1P2R,HYDROLASE,164
1P2S,SIGNALING PROTEIN,166
1P2T,SIGNALING PROTEIN,166
1P2U,SIGNALING PROTEIN,166
1P2V,SIGNALING PROTEIN,166
1P2Y,OXIDOREDUCTASE,420
1P33,OXIDOREDUCTASE,1156
1P36,HYDROLASE,164
1P37,HYDROLASE,164
1P3C,HYDROLASE,215
1P3E,HYDROLASE,215
1P3J,TRANSFERASE,217
1P3N,HYDROLASE,164
1P3R,SIGNALING PROTEIN,480
1P3T,OXIDOREDUCTASE,209
1P3U,OXIDOREDUCTASE,209
1P3V,OXIDOREDUCTASE,209
1P3W,LYASE,808
1P3Y,OXIDOREDUCTASE,194
1P42,HYDROLASE,540
1P43,LYASE,872
1P44,OXIDOREDUCTASE,1614
1P45,OXIDOREDUCTASE,538
1P46,HYDROLASE,164
1P48,LYASE,872
1P49,HYDROLASE,562
1P4A,TRANSCRIPTION,1140
1P4B,IMMUNE SYSTEM,271
1P4C,OXIDOREDUCTASE,380
1P4D,HYDROLASE,990
1P4F,TRANSFERASE,293
1P4G,TRANSFERASE,842
1P4H,TRANSFERASE,842
1P4I,IMMUNE SYSTEM,259
1P4J,TRANSFERASE,842
1P4K,HYDROLASE,590
1P4L,IMMUNE SYSTEM,503
1P4M,TRANSFERASE,147
1P4S,TRANSFERASE,181
1P4V,HYDROLASE,590
1P4X,TRANSCRIPTION,250
1P50,TRANSFERASE,356
1P52,TRANSFERASE,357
1P56,HYDROLASE,176
1P5B,OXIDOREDUCTASE,380
1P5C,HYDROLASE,668
1P5H,TRANSFERASE,856
1P5J,LYASE,372
1P5R,TRANSFERASE,856
1P5T,SIGNALING PROTEIN,254
1P5X,HYDROLASE,245
1P5Z,TRANSFERASE,263
1P60,TRANSFERASE,526
1P61,TRANSFERASE,263
1P62,TRANSFERASE,263
1P64,HYDROLASE,164
1P6B,HYDROLASE,672
1P6C,HYDROLASE,672
1P6D,HYDROLASE,245
1P6E,HYDROLASE,245
1P6F,IMMUNE SYSTEM,242
1P6H,OXIDOREDUCTASE,842
1P6I,OXIDOREDUCTASE,842
1P6J,OXIDOREDUCTASE,842
1P6K,OXIDOREDUCTASE,842
1P6L,OXIDOREDUCTASE,834
1P6M,OXIDOREDUCTASE,834
1P6N,OXIDOREDUCTASE,834
1P6O,HYDROLASE,322
1P6Q,SIGNALING PROTEIN,129
1P6R,TRANSCRIPTION,82
1P6S,TRANSFERASE,111
1P6T,HYDROLASE,151
1P6U,SIGNALING PROTEIN,129
1P6W,HYDROLASE,405
1P6X,TRANSFERASE,668
1P6Y,HYDROLASE,164
1P72,TRANSFERASE,668
1P73,TRANSFERASE,1336
1P74,OXIDOREDUCTASE,544
1P75,TRANSFERASE,1336
1P77,OXIDOREDUCTASE,272
1P7C,TRANSFERASE,686
1P7E,IMMUNE SYSTEM,56
1P7F,IMMUNE SYSTEM,56
1P7G,OXIDOREDUCTASE,5328
1P7K,IMMUNE SYSTEM,876
1P7L,TRANSFERASE,1532
1P7M,HYDROLASE,187
1P7O,HYDROLASE,744
1P7Q,IMMUNE SYSTEM,581
1P7R,OXIDOREDUCTASE,420
1P7S,HYDROLASE,164
1P7T,LYASE,1462
1P7V,HYDROLASE,286
1P7W,HYDROLASE,286
1P7Y,OXIDOREDUCTASE,3012
1P7Z,OXIDOREDUCTASE,3012
1P80,OXIDOREDUCTASE,3012
1P81,OXIDOREDUCTASE,3012
1P84,OXIDOREDUCTASE,2180
1P88,TRANSFERASE,216
1P89,TRANSFERASE,216
1P8A,HYDROLASE,146
1P8F,OXIDOREDUCTASE,416
1P8M,HYDROLASE,942
1P8N,HYDROLASE,942
1P8O,HYDROLASE,942
1P8P,HYDROLASE,942
1P8Q,HYDROLASE,942
1P8R,HYDROLASE,616
1P8S,HYDROLASE,942
1P8T,SIGNALING PROTEIN,285
1P91,TRANSFERASE,538
1P97,TRANSCRIPTION,114
1P9E,HYDROLASE,662
1P9L,OXIDOREDUCTASE,490
1P9P,TRANSFERASE,261
1P9S,HYDROLASE,600
1PA0,HYDROLASE,242
1PA1,HYDROLASE,310
1PA2,OXIDOREDUCTASE,306
1PA3,TRANSFERASE,422
1PA9,HYDROLASE,284
1PAE,TRANSFERASE,155
1PAH,OXIDOREDUCTASE,308
1PAX,TRANSFERASE,361
1PB1,OXIDOREDUCTASE,416
1PB3,OXIDOREDUCTASE,416
1PB5,SIGNALING PROTEIN,35
1PBB,OXIDOREDUCTASE,394
1PBC,OXIDOREDUCTASE,394
1PBD,OXIDOREDUCTASE,394
1PBE,OXIDOREDUCTASE,394
1PBF,OXIDOREDUCTASE,394
1PBY,OXIDOREDUCTASE,905
1PC3,TRANSPORT PROTEIN,700
1PC8,HYDROLASE,495
1PC9,HYDROLASE,242
1PCF,TRANSCRIPTION,528
1PCK,LYASE,534
1PCW,LYASE,534
1PCX,TRANSPORT PROTEIN,818
1PD0,TRANSPORT PROTEIN,820
1PD1,TRANSPORT PROTEIN,819
1PD5,TRANSFERASE,2628
1PD7,TRANSCRIPTION,109
1PD8,OXIDOREDUCTASE,186
1PD9,OXIDOREDUCTASE,186
1PDA,TRANSFERASE,313
1PDB,OXIDOREDUCTASE,186
1PDH,OXIDOREDUCTASE,394
1PDL,HYDROLASE,1725
1PE1,LYASE,534
1PE5,HYDROLASE,316
1PE7,HYDROLASE,316
1PE8,HYDROLASE,316
1PE9,LYASE,722
1PED,OXIDOREDUCTASE,1404
1PEE,SIGNALING PROTEIN,180
1PEG,TRANSFERASE,634
1PEM,OXIDOREDUCTASE,714
1PEO,OXIDOREDUCTASE,714
1PEQ,OXIDOREDUCTASE,714
1PEU,OXIDOREDUCTASE,714
1PEW,IMMUNE SYSTEM,218
1PEY,TRANSFERASE,372
1PEZ,TRANSFERASE,686
1PF3,OXIDOREDUCTASE,498
1PF7,TRANSFERASE,289
1PF8,TRANSFERASE,298
1PFH,TRANSPORT PROTEIN,85
1PFJ,TRANSCRIPTION,108
1PFQ,HYDROLASE,1462
1PG5,TRANSFERASE,467
1PG7,IMMUNE SYSTEM,1720
1PGE,OXIDOREDUCTASE,1152
1PGF,OXIDOREDUCTASE,1152
1PGG,OXIDOREDUCTASE,1152
1PGJ,OXIDOREDUCTASE,956
1PGT,TRANSFERASE,420
1PH0,HYDROLASE,321
1PHH,OXIDOREDUCTASE,394
1PHQ,TRANSFERASE,284
1PHW,TRANSFERASE,284
1PHZ,OXIDOREDUCTASE,429
1PI3,LYASE,528
1PI4,HYDROLASE,716
1PI5,HYDROLASE,716
1PIE,TRANSFERASE,419
1PIM,OXIDOREDUCTASE,750
1PIU,OXIDOREDUCTASE,750
1PIW,OXIDOREDUCTASE,720
1PIX,LYASE,1174
1PIY,OXIDOREDUCTASE,750
1PIZ,OXIDOREDUCTASE,750
1PJ0,OXIDOREDUCTASE,750
1PJ1,OXIDOREDUCTASE,750
1PJ2,OXIDOREDUCTASE,2256
1PJ3,OXIDOREDUCTASE,2256
1PJ4,OXIDOREDUCTASE,2256
1PJ5,OXIDOREDUCTASE,830
1PJ6,OXIDOREDUCTASE,830
1PJ7,OXIDOREDUCTASE,830
1PJ9,TRANSFERASE,686
1PJA,HYDROLASE,302
1PJB,OXIDOREDUCTASE,361
1PJC,OXIDOREDUCTASE,361
1PJK,TRANSFERASE,334
1PJL,OXIDOREDUCTASE,4672
1PJU,HYDROLASE,492
1PJX,HYDROLASE,314
1PJZ,TRANSFERASE,203
1PK6,IMMUNE SYSTEM,394
1PK7,TRANSFERASE,711
1PK9,TRANSFERASE,711
1PKE,TRANSFERASE,711
1PKF,OXIDOREDUCTASE,419
1PKH,HYDROLASE,408
1PKJ,HYDROLASE,408
1PKK,HYDROLASE,408
1PKL,TRANSFERASE,3992
1PKO,IMMUNE SYSTEM,139
1PKQ,IMMUNE SYSTEM,1264
1PKU,TRANSFERASE,1800
1PKV,TRANSFERASE,194
1PKW,TRANSFERASE,444
1PKZ,TRANSFERASE,444
1PL1,TRANSFERASE,444
1PL2,TRANSFERASE,444
1PL3,OXIDOREDUCTASE,372
1PL4,OXIDOREDUCTASE,792
1PL6,OXIDOREDUCTASE,1424
1PL7,OXIDOREDUCTASE,1424
1PL8,OXIDOREDUCTASE,1424
1PL9,TRANSFERASE,284
1PLU,LYASE,353
1PM2,OXIDOREDUCTASE,678
1PM9,OXIDOREDUCTASE,396
1PME,TRANSFERASE,380
1PMH,HYDROLASE,185
1PMJ,HYDROLASE,185
1PMM,LYASE,2796
1PMN,TRANSFERASE,364
1PMO,LYASE,2796
1PMR,TRANSFERASE,80
1PMT,TRANSFERASE,203
1PMU,TRANSFERASE,364
1PMV,TRANSFERASE,364
1PN0,OXIDOREDUCTASE,2660
1PN2,LYASE,1120
1PN4,LYASE,1120
1PN9,TRANSFERASE,418
1PNF,HYDROLASE,314
1PNG,HYDROLASE,314
1PNO,OXIDOREDUCTASE,360
1PNQ,OXIDOREDUCTASE,360
1PNT,HYDROLASE,157
1PO5,OXIDOREDUCTASE,476
1PO7,LYASE,528
1PO8,HYDROLASE,118
1PO9,HYDROLASE,780
1POA,HYDROLASE,118
1POB,HYDROLASE,236
1POC,HYDROLASE,134
1POD,HYDROLASE,124
1POE,HYDROLASE,248
1POI,TRANSFERASE,1154
1POJ,HYDROLASE,780
1POK,HYDROLASE,780
1POO,HYDROLASE,355
1POQ,IMMUNE SYSTEM,118
1POY,TRANSPORT PROTEIN,1292
1PP2,HYDROLASE,244
1PP4,HYDROLASE,466
1PP9,OXIDOREDUCTASE,4220
1PPJ,OXIDOREDUCTASE,4220
1PPQ,IMMUNE SYSTEM,68
1PPX,HYDROLASE,129
1PPY,LYASE,252
1PPZ,HYDROLASE,224
1PQ2,OXIDOREDUCTASE,952
1PQ3,HYDROLASE,1836
1PQ5,HYDROLASE,224
1PQ7,HYDROLASE,224
1PQ8,HYDROLASE,227
1PQA,HYDROLASE,224
1PQD,HYDROLASE,164
1PQE,LYASE,126
1PQF,LYASE,286
1PQH,LYASE,286
1PQI,HYDROLASE,164
1PQJ,HYDROLASE,164
1PQK,HYDROLASE,492
1PQM,HYDROLASE,164
1PQO,HYDROLASE,164
1PQP,OXIDOREDUCTASE,371
1PQU,OXIDOREDUCTASE,1484
1PQW,OXIDOREDUCTASE,396
1PR0,TRANSFERASE,717
1PR1,TRANSFERASE,717
1PR2,TRANSFERASE,717
1PR3,OXIDOREDUCTASE,371
1PR4,TRANSFERASE,717
1PR5,TRANSFERASE,717
1PR6,TRANSFERASE,717
1PR9,OXIDOREDUCTASE,488
1PRY,TRANSFERASE,227
1PRZ,LYASE,252
1PS0,OXIDOREDUCTASE,360
1PS3,HYDROLASE,1045
1PS5,HYDROLASE,129
1PS6,OXIDOREDUCTASE,656
1PS7,OXIDOREDUCTASE,1316
1PS8,OXIDOREDUCTASE,371
1PS9,OXIDOREDUCTASE,671
1PSC,HYDROLASE,730
1PSJ,HYDROLASE,124
1PSQ,OXIDOREDUCTASE,326
1PSU,HYDROLASE,280
1PSW,TRANSFERASE,348
1PSZ,IMMUNE SYSTEM,303
1PT0,LYASE,288
1PT1,LYASE,286
1PT2,TRANSFERASE,447
1PT9,OXIDOREDUCTASE,414
1PTH,OXIDOREDUCTASE,1152
1PTJ,OXIDOREDUCTASE,936
1PTM,OXIDOREDUCTASE,658
1PTW,HYDROLASE,1440
1PTY,HYDROLASE,321
1PTZ,OXIDOREDUCTASE,306
1PU0,OXIDOREDUCTASE,1530
1PU2,OXIDOREDUCTASE,371
1PU3,HYDROLASE,105
1PU4,OXIDOREDUCTASE,1526
1PU6,HYDROLASE,436
1PU7,HYDROLASE,436
1PU8,HYDROLASE,436
1PUD,TRANSFERASE,386
1PUJ,SIGNALING PROTEIN,282
1PUN,HYDROLASE,129
1PUQ,HYDROLASE,129
1PUS,HYDROLASE,129
1PUX,TRANSFERASE,124
1PV0,SIGNALING PROTEIN,46
1PV1,HYDROLASE,1196
1PV3,TRANSFERASE,146
1PV6,TRANSPORT PROTEIN,834
1PV7,TRANSPORT PROTEIN,834
1PV8,LYASE,660
1PV9,HYDROLASE,696
1PVN,OXIDOREDUCTASE,1504
1PVS,HYDROLASE,564
1PVT,LYASE,238
1PVV,TRANSFERASE,315
1PVX,HYDROLASE,194
1PW1,HYDROLASE,349
1PW2,TRANSFERASE,298
1PW3,IMMUNE SYSTEM,222
1PW6,IMMUNE SYSTEM,266
1PW7,TRANSFERASE,717
1PW8,HYDROLASE,349
1PW9,SIGNALING PROTEIN,531
1PWB,SIGNALING PROTEIN,531
1PWC,HYDROLASE,349
1PWE,LYASE,1962
1PWH,LYASE,1308
1PWL,OXIDOREDUCTASE,316
1PWM,OXIDOREDUCTASE,316
1PWO,HYDROLASE,496
1PWP,HYDROLASE,1552
1PWQ,HYDROLASE,1552
1PWU,HYDROLASE,1552
1PWV,HYDROLASE,1592
1PWW,HYDROLASE,1592
1PWX,LYASE,1016
1PWY,TRANSFERASE,288
1PWZ,LYASE,508
1PX0,LYASE,1016
1PX3,HYDROLASE,4092
1PX4,HYDROLASE,4092
1PX5,TRANSFERASE,698
1PX6,TRANSFERASE,418
1PX7,TRANSFERASE,418
1PX8,HYDROLASE,1000
1PXA,OXIDOREDUCTASE,394
1PXB,OXIDOREDUCTASE,394
1PXC,OXIDOREDUCTASE,394
1PXG,TRANSFERASE,382
1PXH,HYDROLASE,321
1PXI,TRANSFERASE,298
1PXJ,TRANSFERASE,298
1PXK,TRANSFERASE,298
1PXL,TRANSFERASE,298
1PXM,TRANSFERASE,298
1PXN,TRANSFERASE,298
1PXO,TRANSFERASE,298
1PXP,TRANSFERASE,298
1PXV,HYDROLASE,588
1PXX,OXIDOREDUCTASE,2416
1PY2,IMMUNE SYSTEM,528
1PY3,HYDROLASE,291
1PY4,SIGNALING PROTEIN,400
1PY5,TRANSFERASE,326
1PY9,IMMUNE SYSTEM,116
1PYE,TRANSFERASE,298
1PYF,OXIDOREDUCTASE,312
1PYL,HYDROLASE,194
1PYN,HYDROLASE,321
1PYQ,LYASE,288
1PYU,LYASE,286
1PYV,HYDROLASE,54
1PYX,TRANSFERASE,844
1PZ0,OXIDOREDUCTASE,312
1PZ1,OXIDOREDUCTASE,666
1PZ2,HYDROLASE,1004
1PZ3,HYDROLASE,1004
1PZ5,IMMUNE SYSTEM,443
1PZE,OXIDOREDUCTASE,331
1PZF,OXIDOREDUCTASE,1324
1PZG,OXIDOREDUCTASE,1324
1PZH,OXIDOREDUCTASE,1324
1PZL,TRANSCRIPTION,251
1PZM,TRANSFERASE,422
1PZO,HYDROLASE,263
1PZP,HYDROLASE,263
1PZQ,TRANSFERASE,120
1PZR,TRANSFERASE,120
1PZT,TRANSFERASE,286
1PZW,TRANSCRIPTION,80
1Q05,TRANSCRIPTION,270
1Q06,TRANSCRIPTION,270
1Q07,TRANSCRIPTION,270
1Q08,TRANSCRIPTION,198
1Q09,TRANSCRIPTION,99
1Q0A,TRANSCRIPTION,198
1Q0C,OXIDOREDUCTASE,1460
1Q0D,OXIDOREDUCTASE,1404
1Q0F,OXIDOREDUCTASE,1404
1Q0G,OXIDOREDUCTASE,1404
1Q0H,OXIDOREDUCTASE,406
1Q0K,OXIDOREDUCTASE,1404
1Q0L,OXIDOREDUCTASE,406
1Q0M,OXIDOREDUCTASE,702
1Q0N,TRANSFERASE,158
1Q0O,OXIDOREDUCTASE,730
1Q0P,HYDROLASE,223
1Q0Q,OXIDOREDUCTASE,812
1Q0R,HYDROLASE,298
1Q0S,TRANSFERASE,259
1Q0W,TRANSPORT PROTEIN,100
1Q0X,IMMUNE SYSTEM,433
1Q0Y,IMMUNE SYSTEM,433
1Q0Z,HYDROLASE,298
1Q12,TRANSPORT PROTEIN,1524
1Q13,OXIDOREDUCTASE,646
1Q14,HYDROLASE,361
1Q16,OXIDOREDUCTASE,1984
1Q17,HYDROLASE,900
1Q18,TRANSFERASE,664
1Q1B,TRANSPORT PROTEIN,1524
1Q1E,TRANSPORT PROTEIN,762
1Q1G,TRANSFERASE,1656
1Q1H,TRANSCRIPTION,110
1Q1J,IMMUNE SYSTEM,924
1Q1K,TRANSFERASE,299
1Q1L,LYASE,1604
1Q1M,HYDROLASE,321
1Q1N,OXIDOREDUCTASE,360
1Q1O,SIGNALING PROTEIN,98
1Q1Q,TRANSFERASE,350
1Q1R,OXIDOREDUCTASE,862
1Q1W,OXIDOREDUCTASE,862
1Q1Y,HYDROLASE,191
1Q1Z,TRANSFERASE,299
1Q20,TRANSFERASE,299
1Q22,TRANSFERASE,299
1Q23,TRANSFERASE,2628
1Q27,HYDROLASE,171
1Q2B,HYDROLASE,434
1Q2E,HYDROLASE,852
1Q2H,SIGNALING PROTEIN,207
1Q2L,HYDROLASE,939
1Q2N,IMMUNE SYSTEM,58
1Q2O,OXIDOREDUCTASE,832
1Q2P,HYDROLASE,265
1Q2Q,HYDROLASE,363
1Q2W,HYDROLASE,616
1Q2X,OXIDOREDUCTASE,742
1Q33,HYDROLASE,292
1Q36,TRANSFERASE,427
1Q39,HYDROLASE,262
1Q3A,HYDROLASE,495
1Q3B,HYDROLASE,262
1Q3C,HYDROLASE,262
1Q3D,TRANSFERASE,848
1Q3E,TRANSPORT PROTEIN,414
1Q3G,TRANSFERASE,6704
1Q3I,HYDROLASE,214
1Q3K,HYDROLASE,1554
1Q3N,TRANSFERASE,284
1Q3T,TRANSFERASE,236
1Q3W,TRANSFERASE,848
1Q3X,HYDROLASE,656
1Q41,TRANSFERASE,848
1Q43,TRANSPORT PROTEIN,414
1Q44,TRANSFERASE,326
1Q45,OXIDOREDUCTASE,782
1Q47,SIGNALING PROTEIN,990
1Q4G,OXIDOREDUCTASE,1106
1Q4J,TRANSFERASE,422
1Q4K,TRANSFERASE,795
1Q4L,TRANSFERASE,848
1Q4N,HYDROLASE,496
1Q4O,TRANSFERASE,474
1Q4S,HYDROLASE,302
1Q4T,HYDROLASE,302
1Q4U,HYDROLASE,302
1Q4W,TRANSFERASE,386
1Q4X,TRANSCRIPTION,253
1Q51,LYASE,3768
1Q52,LYASE,3768
1Q57,TRANSFERASE,3521
1Q5D,OXIDOREDUCTASE,419
1Q5E,OXIDOREDUCTASE,419
1Q5H,HYDROLASE,441
1Q5K,TRANSFERASE,828
1Q5M,OXIDOREDUCTASE,644
1Q5O,TRANSPORT PROTEIN,207
1Q5P,HYDROLASE,269
1Q5Q,HYDROLASE,3458
1Q5R,HYDROLASE,3871
1Q5U,HYDROLASE,441
1Q5V,TRANSCRIPTION,532
1Q63,TRANSFERASE,386
1Q65,TRANSFERASE,386
1Q66,TRANSFERASE,386
1Q67,TRANSCRIPTION,462
1Q6C,HYDROLASE,495
1Q6D,HYDROLASE,495
1Q6E,HYDROLASE,495
1Q6F,HYDROLASE,495
1Q6G,HYDROLASE,495
1Q6J,HYDROLASE,310
1Q6K,HYDROLASE,215
1Q6L,LYASE,432
1Q6M,HYDROLASE,310
1Q6N,HYDROLASE,620
1Q6O,LYASE,432
1Q6P,HYDROLASE,620
1Q6Q,LYASE,432
1Q6R,LYASE,432
1Q6S,HYDROLASE,620
1Q6T,HYDROLASE,620
1Q6V,HYDROLASE,121
1Q6W,OXIDOREDUCTASE,1932
1Q6X,TRANSFERASE,1288
1Q6Y,TRANSFERASE,428
1Q6Z,LYASE,528
1Q72,IMMUNE SYSTEM,441
1Q74,HYDROLASE,1212
1Q78,TRANSFERASE,514
1Q79,TRANSFERASE,514
1Q7A,HYDROLASE,121
1Q7B,OXIDOREDUCTASE,976
1Q7C,OXIDOREDUCTASE,488
